样本id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,收率
915,300,0.0,405.0,700,14:50:00,30.0,15:10:00,80.0,16:30:00,100,17:30:00,103,0.2,18:30:00,103.0,19:30:00,103.0,0.2,300,30,50.0,9.0,5.0,20:00:00,70,20:30:00,75,30,350.0,3.5,3.5,120,23:00:00,65,1:00:00,45.0,90,90.0,0.0,800.0,0.15,400,0.8909999999999999
916,300,0.0,405.0,700,20:30:00,35.0,20:40:00,80.0,22:00:00,100,23:00:00,102,0.2,0:00:00,102.0,1:00:00,103.0,0.2,300,30,50.0,9.0,5.0,1:30:00,70,2:00:00,75,30,350.0,3.5,3.5,120,8:30:00,65,10:00:00,45.0,90,90.0,0.0,800.0,0.15,400,0.9229999999999999
918,300,0.0,405.0,700,12:30:00,38.0,12:40:00,80.0,14:00:00,100,15:00:00,103,0.2,16:00:00,104.0,17:00:00,102.0,0.2,300,30,50.0,10.0,5.0,18:00:00,70,18:30:00,75,30,370.0,3.5,3.5,120,2:00:00,51,8:00:00,24.0,90,90.0,0.0,800.0,0.15,420,0.935
920,300,0.0,405.0,700,3:45:00,40.0,3:50:00,80.0,5:45:00,100,6:45:00,103,0.2,7:45:00,102.0,8:45:00,103.0,0.2,300,30,50.0,9.0,5.0,12:00:00,70,12:30:00,75,30,370.0,3.5,3.5,120,19:30:00,60,3:00:00,45.0,90,90.0,0.0,800.0,0.15,400,0.902
921,300,0.0,405.0,700,12:30:00,38.0,12:40:00,80.0,14:00:00,100,15:00:00,104,0.2,16:00:00,103.0,17:00:00,103.0,0.2,300,60,50.0,9.0,5.0,19:00:00,70,19:30:00,75,30,370.0,3.5,3.5,90,8:00:00,65,12:00:00,25.0,90,90.0,0.0,800.0,0.15,440,0.9790000000000001
922,300,0.0,405.0,700,19:30:00,38.0,19:40:00,80.0,21:00:00,100,22:00:00,102,0.2,23:00:00,103.0,0:00:00,102.0,0.2,300,30,50.0,10.0,5.0,7:30:00,70,8:00:00,75,30,370.0,3.5,3.5,120,17:00:00,45,21:00:00,40.0,90,90.0,0.0,800.0,0.15,420,0.9470000000000001
923,300,0.0,405.0,700,7:30:00,38.0,7:40:00,80.0,9:20:00,100,10:20:00,102,0.2,11:20:00,104.0,12:20:00,104.0,0.2,300,30,50.0,10.0,5.0,15:30:00,70,16:00:00,75,30,370.0,3.5,3.5,90,2:00:00,60,8:00:00,45.0,90,90.0,0.0,800.0,0.15,420,0.935
924,300,0.0,405.0,700,16:00:00,39.0,16:20:00,80.0,18:40:00,100,19:40:00,102,0.2,20:40:00,103.0,21:40:00,103.0,0.2,300,30,50.0,9.0,5.0,1:30:00,70,2:00:00,75,30,370.0,3.5,3.5,120,13:30:00,65,17:00:00,45.0,90,720.0,0.0,800.0,0.15,420,0.935
926,300,0.0,405.0,700,12:30:00,38.0,12:40:00,80.0,14:00:00,100,15:00:00,103,0.2,16:00:00,103.0,17:00:00,102.0,0.2,300,30,50.0,10.0,5.0,21:00:00,70,21:00:00,75,30,370.0,3.5,3.5,120,6:00:00,45,10:00:00,22.0,90,90.0,0.0,800.0,0.15,440,0.98
927,300,0.0,405.0,700,21:30:00,38.0,21:40:00,80.0,23:20:00,100,0:20:00,104,0.2,1:20:00,102.0,2:00:00,104.0,0.2,300,30,50.0,10.0,5.0,4:30:00,70,5:00:00,75,30,370.0,3.5,3.5,120,15:30:00,60,21:30:00,45.0,90,90.0,0.0,800.0,0.15,420,0.9229999999999999
929,300,0.0,405.0,700,15:00:00,36.0,15:10:00,80.0,16:30:00,100,17:30:00,102,0.2,18:30:00,102.0,19:30:00,102.0,0.2,300,30,50.0,9.0,5.0,2:00:00,70,2:30:00,75,30,370.0,3.5,3.5,120,13:00:00,45,17:00:00,25.0,90,90.0,0.0,800.0,0.15,440,0.9670000000000001
930,300,0.0,405.0,700,2:00:00,38.0,2:10:00,80.0,3:30:00,100,4:30:00,102,0.2,5:30:00,103.0,6:30:00,102.0,0.2,300,30,50.0,10.0,5.0,12:00:00,70,12:30:00,75,30,370.0,3.5,3.5,120,22:00:00,60,3:00:00,45.0,90,90.0,0.0,800.0,0.15,440,0.9670000000000001
931,300,0.0,405.0,700,12:00:00,39.0,12:15:00,80.0,13:30:00,100,14:30:00,102,0.2,15:30:00,103.0,16:30:00,102.0,0.2,300,30,50.0,9.0,5.0,21:00:00,70,21:30:00,75,30,370.0,3.5,3.5,90,8:00:00,60,10:00:00,40.0,90,90.0,0.0,800.0,0.15,420,0.935
932,300,0.0,405.0,700,21:30:00,37.0,21:40:00,80.0,23:00:00,100,0:00:00,102,0.2,1:00:00,102.0,2:00:00,102.0,0.2,300,30,50.0,9.0,5.0,7:30:00,70,8:00:00,75,30,370.0,3.5,3.5,120,16:30:00,65,21:00:00,25.0,90,90.0,0.0,800.0,0.15,440,0.9670000000000001
935,300,0.0,405.0,700,1:30:00,39.0,1:50:00,80.0,3:10:00,100,4:10:00,102,0.2,5:10:00,104.0,6:10:00,104.0,0.2,300,30,50.0,10.0,5.0,12:30:00,70,13:00:00,75,30,370.0,3.5,3.5,120,22:30:00,65,3:00:00,45.0,90,90.0,0.0,800.0,0.15,420,0.935
939,300,0.0,405.0,700,17:00:00,40.0,17:10:00,80.0,18:40:00,100,19:40:00,102,0.2,20:40:00,102.0,21:40:00,102.0,0.2,300,30,50.0,9.0,5.0,2:00:00,70,2:30:00,75,30,370.0,3.5,3.5,90,13:00:00,65,17:00:00,45.0,90,90.0,0.0,800.0,0.15,440,0.9670000000000001
940,300,0.0,405.0,700,2:30:00,43.0,2:40:00,80.0,4:00:00,100,5:00:00,102,0.2,6:00:00,103.0,7:00:00,103.0,0.2,300,30,50.0,9.0,5.0,12:30:00,70,13:00:00,75,30,370.0,3.5,3.5,90,21:30:00,40,1:00:00,20.0,90,90.0,0.0,800.0,0.15,440,0.9670000000000001
942,300,0.0,405.0,700,18:00:00,24.0,0,0.0,19:00:00,100,20:00:00,104,0.2,21:00:00,105.0,22:00:00,105.0,0.2,300,30,50.0,10.0,5.0,23:00:00,70,23:30:00,74,60,300.0,3.5,3.5,60,2:00:00,66,4:00:00,46.0,70,70.0,0.0,800.0,0.15,400,0.8909999999999999
943,300,0.0,405.0,700,2:00:00,22.0,0,0.0,3:00:00,100,4:00:00,104,0.2,5:00:00,106.0,6:00:00,107.0,0.2,200,30,50.0,9.0,5.0,7:00:00,70,7:30:00,75,60,320.0,3.5,3.5,60,10:00:00,66,12:00:00,45.0,70,80.0,0.0,800.0,0.15,400,0.9
945,300,0.0,405.0,700,18:00:00,22.0,0,0.0,19:00:00,100,20:00:00,104,0.2,21:00:00,106.0,22:00:00,108.0,0.2,200,30,50.0,9.0,5.0,23:00:00,70,23:30:00,75,60,310.0,3.5,3.5,60,2:00:00,66,4:00:00,46.0,80,70.0,0.0,800.0,0.15,400,0.902
946,300,0.0,405.0,700,2:00:00,23.0,0,0.0,3:00:00,100,4:00:00,104,0.2,5:00:00,106.0,6:00:00,107.0,0.2,300,30,50.0,9.0,5.0,7:00:00,70,7:30:00,74,60,300.0,3.5,3.5,60,10:00:00,67,12:00:00,46.0,70,70.0,0.0,900.0,0.15,400,0.902
948,300,0.0,405.0,700,18:00:00,24.0,0,0.0,19:00:00,100,20:00:00,104,0.2,21:00:00,106.0,22:00:00,108.0,0.2,300,30,55.0,10.0,5.0,23:00:00,70,23:30:00,76,60,350.0,3.5,3.5,60,2:00:00,65,4:00:00,45.0,70,70.0,0.0,800.0,0.15,400,0.902
949,300,0.0,405.0,700,10:00:00,23.0,0,0.0,11:00:00,100,12:00:00,104,0.2,13:00:00,106.0,14:00:00,107.0,0.2,300,30,50.0,9.0,5.0,15:00:00,70,15:30:00,76,60,320.0,3.5,3.5,60,18:00:00,66,20:00:00,45.0,70,70.0,0.0,800.0,0.15,400,0.9129999999999999
950,300,0.0,405.0,700,18:00:00,22.0,0,0.0,19:00:00,100,20:00:00,104,0.2,21:00:00,106.0,22:00:00,106.0,0.2,300,30,50.0,10.0,5.0,23:00:00,70,23:30:00,76,60,340.0,3.5,3.5,60,2:00:00,68,4:00:00,45.0,80,60.0,0.0,800.0,0.15,400,0.902
951,300,0.0,405.0,700,2:00:00,23.0,0,0.0,3:00:00,100,4:00:00,105,0.2,5:00:00,106.0,6:00:00,108.0,0.2,200,30,50.0,9.0,5.0,7:00:00,70,7:30:00,80,60,300.0,3.5,3.5,60,10:00:00,64,12:00:00,45.0,90,60.0,0.0,800.0,0.15,420,0.935
952,300,0.0,405.0,700,10:00:00,24.0,0,0.0,11:00:00,100,12:00:00,105,0.2,13:00:00,107.0,14:00:00,107.0,0.2,200,30,50.0,9.0,5.0,15:00:00,70,15:30:00,80,60,320.0,3.5,3.5,60,18:30:00,67,20:30:00,46.0,80,70.0,0.0,800.0,0.15,400,0.902
953,300,0.0,405.0,700,18:00:00,23.0,0,0.0,19:00:00,100,20:00:00,102,0.2,21:00:00,106.0,22:00:00,108.0,0.2,300,30,50.0,9.0,5.0,23:00:00,70,23:30:00,74,60,318.0,3.5,3.5,60,2:00:00,66,4:00:00,46.0,70,60.0,0.0,800.0,0.15,400,0.902
955,300,0.0,405.0,700,18:00:00,21.0,0,0.0,19:00:00,100,20:00:00,102,0.2,21:00:00,104.0,22:00:00,103.0,0.2,100,60,50.0,10.0,5.0,23:30:00,80,0:00:00,76,60,290.0,3.5,3.5,60,2:00:00,65,4:00:00,45.0,120,60.0,0.0,800.0,0.15,400,0.902
956,300,0.0,405.0,700,22:00:00,22.0,0,0.0,23:00:00,100,0:00:00,101,0.2,1:00:00,103.0,2:00:00,104.0,0.2,100,60,50.0,10.0,5.0,3:00:00,80,3:30:00,76,60,280.0,3.5,3.5,60,5:30:00,65,7:30:00,45.0,90,90.0,0.0,800.0,0.15,400,0.8740000000000001
957,300,0.0,405.0,700,3:00:00,22.0,0,0.0,4:00:00,100,5:00:00,101,0.2,6:00:00,103.0,7:00:00,104.0,0.2,100,60,50.0,10.0,5.0,8:00:00,80,8:30:00,78,60,280.0,3.5,3.5,60,10:30:00,65,12:30:00,45.0,90,90.0,0.0,800.0,0.15,400,0.8909999999999999
959,300,0.0,405.0,700,9:00:00,21.0,0,0.0,10:30:00,100,11:30:00,102,0.2,12:30:00,104.0,13:30:00,106.0,0.2,100,60,50.0,9.0,5.0,15:00:00,80,15:30:00,78,60,280.0,3.5,3.5,60,17:30:00,65,19:30:00,45.0,90,60.0,0.0,800.0,0.15,400,0.8909999999999999
960,300,0.0,405.0,700,13:30:00,21.0,0,0.0,15:30:00,100,16:30:00,102,0.2,17:30:00,104.0,18:30:00,106.0,0.2,100,1230,50.0,10.0,5.0,19:00:00,80,19:30:00,78,60,290.0,3.5,3.5,60,21:30:00,65,23:30:00,45.0,90,60.0,0.0,800.0,0.15,400,0.879
962,300,0.0,405.0,700,8:15:00,22.7,0,0.0,9:40:00,100,10:40:00,100,0.2,11:40:00,101.0,12:40:00,101.4,0.2,300,20,30.0,9.0,5.0,13:00:00,70,13:30:00,76,30,290.0,3.5,3.5,90,15:30:00,42,15:30:00,42.0,80,90.0,0.0,800.0,0.15,400,0.8909999999999999
964,300,0.0,405.0,700,16:00:00,25.0,0,0.0,17:30:00,100,18:30:00,98,0.2,19:30:00,102.0,20:30:00,103.5,0.2,300,30,35.0,9.0,5.0,21:20:00,70,21:50:00,78,40,280.0,3.5,3.5,60,23:30:00,65,1:20:00,45.0,90,90.0,0.0,800.0,0.15,400,0.879
965,300,0.0,405.0,700,17:30:00,24.0,0,0.0,20:00:00,100,21:00:00,102,0.2,22:00:00,100.0,23:00:00,103.0,0.2,300,20,30.0,9.0,5.0,23:45:00,70,0:15:00,77,40,300.0,3.5,3.5,60,1:55:00,65,4:00:00,45.0,90,120.0,0.0,800.0,0.15,420,0.888
968,300,0.0,405.0,700,8:00:00,21.0,0,0.0,10:00:00,100,11:00:00,100,0.2,12:00:00,101.0,13:00:00,103.0,0.2,320,35,30.0,9.0,5.0,14:15:00,70,14:55:00,75,40,300.0,3.5,3.5,90,17:05:00,49,17:05:00,36.0,105,90.0,0.0,800.0,0.15,420,0.935
969,300,0.0,405.0,700,11:30:00,24.0,0,0.0,13:30:00,100,14:30:00,101,0.2,15:30:00,102.0,16:30:00,104.0,0.2,300,30,30.0,9.0,5.0,17:25:00,70,17:55:00,75,30,270.0,3.5,3.5,580,20:05:00,60,21:30:00,40.0,90,70.0,0.0,800.0,0.15,400,0.879
970,300,0.0,405.0,700,15:40:00,21.0,0,0.0,17:10:00,100,18:10:00,101,0.2,19:10:00,102.0,20:10:00,102.0,0.2,300,20,30.0,10.0,5.0,21:00:00,70,22:30:00,75,60,300.0,3.5,3.5,65,3:00:00,60,5:00:00,40.0,90,90.0,0.0,800.0,0.15,400,0.879
972,300,0.0,405.0,700,1:00:00,24.0,0,0.0,2:30:00,100,3:30:00,101,0.2,4:30:00,103.0,5:30:00,103.5,0.2,300,30,30.0,9.0,5.0,7:00:00,70,7:30:00,75,40,300.0,3.5,3.5,60,10:10:00,65,12:00:00,45.0,30,90.0,0.0,800.0,0.15,400,0.879
973,300,0.0,405.0,700,9:30:00,21.0,0,0.0,11:00:00,100,12:00:00,101,0.2,13:00:00,104.0,14:00:00,105.0,0.2,200,20,30.0,9.0,5.0,14:50:00,70,15:20:00,78,40,290.0,3.5,3.5,50,17:00:00,65,17:40:00,45.0,95,100.0,0.0,900.0,0.15,400,0.879
974,300,0.0,405.0,700,10:30:00,21.0,0,0.0,12:00:00,100,13:00:00,102,0.2,14:00:00,104.0,15:00:00,105.0,0.2,150,20,30.0,9.0,5.0,16:00:00,70,16:30:00,79,30,300.0,3.5,3.5,60,18:00:00,65,22:30:00,45.0,90,95.0,0.0,900.0,0.15,420,0.935
975,300,0.0,405.0,700,18:00:00,21.0,0,0.0,19:30:00,100,20:30:00,101,0.2,21:30:00,102.0,22:30:00,102.0,0.1,200,30,30.0,9.0,5.0,23:30:00,70,0:00:00,79,45,300.0,3.5,3.5,90,2:30:00,52,3:50:00,40.0,100,100.0,0.0,900.0,0.15,405,0.9129999999999999
976,300,0.0,405.0,700,19:00:00,20.0,0,0.0,20:30:00,100,21:30:00,101,0.15,22:30:00,102.0,23:30:00,102.0,0.2,150,30,35.0,9.0,5.0,0:40:00,70,1:10:00,70,40,310.0,3.5,3.5,60,2:50:00,67,9:00:00,40.0,100,100.0,0.0,900.0,0.15,400,0.879
977,300,0.0,405.0,700,1:00:00,23.0,0,0.0,2:40:00,100,3:40:00,101,0.2,4:40:00,102.0,5:40:00,102.0,0.2,200,40,30.0,9.0,5.0,7:00:00,70,7:30:00,75,60,280.0,3.5,3.5,75,11:30:00,60,14:00:00,38.0,90,90.0,0.0,900.0,0.15,420,0.9229999999999999
978,300,0.0,405.0,700,7:00:00,27.0,0,0.0,9:30:00,100,10:30:00,106,0.2,11:30:00,102.0,12:30:00,102.0,0.2,300,30,30.0,10.0,5.0,13:30:00,70,14:00:00,76,60,280.0,3.5,3.5,60,17:00:00,60,19:00:00,45.0,100,140.0,0.0,800.0,0.15,418,0.924
979,300,0.0,405.0,700,11:00:00,26.0,0,0.0,13:30:00,100,14:30:00,105,0.2,15:30:00,103.0,16:30:00,102.0,0.2,300,30,30.0,9.0,5.0,17:30:00,70,18:00:00,75,30,290.0,3.5,3.5,60,19:30:00,65,21:30:00,40.0,100,100.0,0.0,800.0,0.15,400,0.879
984,300,0.0,405.0,700,5:30:00,21.0,0,0.0,7:00:00,100,8:00:00,103,0.2,9:00:00,105.0,10:00:00,103.0,0.2,100,30,40.0,9.0,5.0,11:10:00,76,11:40:00,77,60,300.0,3.5,3.5,70,18:20:00,66,0:00:00,36.0,80,60.0,0.0,900.0,0.15,400,0.902
985,300,0.0,405.0,700,10:00:00,21.0,0,0.0,11:00:00,100,12:00:00,102,0.2,13:00:00,104.0,14:00:00,106.0,0.2,200,30,50.0,9.0,5.0,15:00:00,70,15:30:00,77,60,290.0,3.5,3.5,60,17:30:00,67,19:30:00,45.0,90,80.0,0.0,900.0,0.15,400,0.902
986,300,0.0,405.0,700,14:00:00,20.0,0,0.0,15:00:00,100,16:00:00,103,0.2,17:00:00,105.0,18:00:00,107.0,0.2,300,30,50.0,9.0,5.0,19:00:00,70,19:30:00,78,60,300.0,3.5,3.5,60,21:30:00,68,23:30:00,45.0,90,80.0,0.0,800.0,0.15,420,0.9490000000000001
987,300,0.0,405.0,700,18:00:00,22.0,0,0.0,19:00:00,100,20:00:00,103,0.2,21:00:00,105.0,22:00:00,107.0,0.2,300,30,50.0,9.0,5.0,23:00:00,70,23:30:00,79,60,280.0,3.5,3.5,60,1:30:00,65,3:30:00,45.0,80,70.0,0.0,900.0,0.15,420,0.9470000000000001
989,300,0.0,405.0,700,2:00:00,22.0,0,0.0,3:00:00,100,4:00:00,103,0.2,5:00:00,105.0,6:00:00,107.0,0.2,300,30,50.0,9.0,5.0,7:00:00,70,7:30:00,75,30,290.0,3.5,3.5,60,9:00:00,68,11:00:00,45.0,70,130.0,0.0,900.0,0.15,400,0.879
991,300,0.0,405.0,700,10:00:00,21.0,0,0.0,11:00:00,100,12:00:00,102,0.2,13:00:00,104.0,14:00:00,107.0,0.2,300,30,50.0,9.0,5.0,15:00:00,70,15:30:00,76,60,290.0,3.5,3.5,60,17:30:00,65,19:30:00,45.0,80,80.0,0.0,800.0,0.15,400,0.902
992,300,0.0,405.0,700,14:00:00,21.0,0,0.0,15:00:00,100,16:00:00,103,0.2,17:00:00,106.0,18:00:00,107.0,0.2,300,30,50.0,9.0,5.0,19:00:00,70,19:30:00,78,60,310.0,3.5,3.5,60,21:30:00,67,23:30:00,45.0,80,85.0,0.0,800.0,0.15,420,0.935
993,300,0.0,405.0,700,18:00:00,22.0,0,0.0,19:00:00,100,20:00:00,104,0.2,21:00:00,106.0,22:00:00,107.0,0.2,200,30,50.0,9.0,5.0,23:00:00,70,23:30:00,75,60,300.0,3.5,3.5,60,1:30:00,68,3:30:00,47.0,80,85.0,0.0,800.0,0.15,420,0.935
994,300,0.0,405.0,700,10:40:00,28.0,0,0.0,11:50:00,100,12:50:00,101,0.2,13:50:00,103.0,14:50:00,103.0,0.2,200,20,40.0,9.0,5.0,15:10:00,70,15:40:00,72,110,300.0,3.5,3.5,90,21:00:00,55,22:30:00,40.0,90,60.0,0.0,800.0,0.15,280,0.857
995,300,0.0,405.0,700,19:00:00,26.0,0,0.0,20:00:00,100,21:00:00,101,0.2,22:00:00,102.0,23:00:00,103.0,0.2,200,30,50.0,10.0,5.0,23:30:00,70,0:00:00,77,60,300.0,3.5,3.5,90,2:30:00,58,4:00:00,40.0,90,90.0,0.0,800.0,0.15,390,0.89
996,300,0.0,405.0,700,4:00:00,30.0,0,0.0,5:00:00,100,6:00:00,103,0.2,7:00:00,103.0,8:00:00,105.0,0.2,200,30,50.0,9.0,5.0,9:30:00,70,10:00:00,78,60,290.0,3.5,3.5,60,15:00:00,65,17:00:00,45.0,90,90.0,0.0,800.0,0.15,400,0.868
997,300,0.0,405.0,700,12:00:00,21.0,0,0.0,13:30:00,100,14:30:00,101,0.2,15:30:00,103.0,16:30:00,105.0,0.2,200,30,50.0,9.0,5.0,18:00:00,70,18:30:00,78,60,290.0,3.5,3.5,60,3:00:00,63,4:00:00,50.0,90,90.0,0.0,800.0,0.15,400,0.902
999,300,0.0,405.0,700,10:00:00,33.0,0,0.0,11:00:00,100,12:00:00,101,0.2,13:00:00,102.0,14:00:00,103.0,0.2,200,40,50.0,9.0,5.0,14:40:00,70,15:01:00,77,30,300.0,3.5,3.5,80,17:00:00,60,19:00:00,40.0,90,90.0,0.0,800.0,0.15,400,0.902
1000,300,0.0,405.0,700,17:00:00,30.0,0,0.0,18:00:00,100,19:00:00,101,0.2,20:00:00,103.0,21:00:00,105.0,0.2,200,30,50.0,10.0,5.0,22:30:00,70,23:30:00,78,60,290.0,3.5,3.5,60,5:30:00,65,7:30:00,45.0,90,90.0,0.0,800.0,0.15,400,0.902
1001,300,0.0,405.0,700,1:00:00,21.0,0,0.0,2:30:00,100,3:30:00,101,0.2,4:30:00,103.0,5:30:00,105.0,0.2,200,30,50.0,9.0,5.0,7:00:00,70,7:30:00,78,30,290.0,3.5,3.5,60,12:00:00,60,19:00:00,36.0,90,90.0,0.0,800.0,0.15,380,0.868
1002,300,0.0,405.0,700,14:00:00,21.0,0,0.0,15:00:00,100,16:00:00,101,0.2,17:00:00,102.0,18:00:00,103.0,0.2,200,30,50.0,9.0,5.0,18:30:00,70,19:00:00,78,60,300.0,3.5,3.5,90,21:30:00,60,4:00:00,39.0,90,60.0,0.0,800.0,0.15,380,0.878
1004,300,0.0,405.0,700,7:00:00,20.0,0,0.0,8:30:00,100,9:30:00,102,0.2,10:30:00,103.0,11:30:00,105.0,0.2,200,30,50.0,9.0,5.0,13:00:00,70,13:30:00,78,60,290.0,3.5,3.5,60,19:00:00,60,21:00:00,40.0,90,90.0,0.0,800.0,0.15,400,0.902
1005,300,0.0,405.0,700,17:30:00,21.0,0,0.0,18:30:00,100,19:30:00,101,0.2,20:30:00,103.0,21:30:00,105.0,0.2,200,30,40.0,9.0,5.0,22:00:00,70,22:30:00,78,60,300.0,3.5,3.5,90,4:30:00,60,6:30:00,40.0,90,90.0,0.0,800.0,0.15,400,0.902
1006,300,0.0,405.0,700,1:30:00,35.0,0,0.0,2:30:00,100,3:30:00,101,0.2,4:30:00,103.0,5:30:00,105.0,0.2,200,30,50.0,9.0,5.0,6:30:00,70,7:00:00,78,60,280.0,3.5,3.5,90,13:30:00,60,19:00:00,40.0,90,90.0,0.0,800.0,0.15,400,0.902
1007,300,0.0,405.0,700,12:00:00,35.0,0,0.0,13:00:00,100,14:00:00,102,0.2,15:00:00,103.0,16:00:00,105.0,0.2,200,30,50.0,10.0,5.0,17:30:00,70,18:00:00,70,60,290.0,3.5,3.5,60,0:30:00,65,3:00:00,45.0,90,90.0,0.0,800.0,0.15,400,0.9129999999999999
1008,300,0.0,405.0,700,22:00:00,21.0,0,0.0,23:30:00,100,0:30:00,101,0.2,1:30:00,103.0,2:30:00,104.0,0.2,200,30,50.0,9.0,5.0,4:00:00,70,4:30:00,78,60,290.0,3.5,3.5,90,10:00:00,60,12:00:00,40.0,90,120.0,0.0,800.0,0.15,400,0.902
1009,300,0.0,405.0,700,7:00:00,20.0,0,0.0,8:00:00,100,9:00:00,101,0.2,10:00:00,102.0,11:00:00,105.0,0.2,200,30,40.0,9.0,5.0,12:30:00,70,13:00:00,78,30,290.0,3.5,3.5,90,19:00:00,60,21:00:00,38.0,90,90.0,0.0,800.0,0.15,400,0.902
1010,300,0.0,405.0,700,19:00:00,35.0,0,0.0,20:00:00,100,21:00:00,102,0.2,22:00:00,103.0,23:00:00,106.0,0.2,200,30,50.0,10.0,5.0,0:00:00,70,0:30:00,70,90,290.0,3.5,3.5,90,3:00:00,60,8:00:00,40.0,70,90.0,0.0,800.0,0.15,400,0.8909999999999999
1011,300,0.0,405.0,700,2:00:00,34.0,0,0.0,3:00:00,100,4:00:00,101,0.2,5:00:00,104.0,6:00:00,104.0,0.2,200,60,50.0,10.0,5.0,7:30:00,70,8:00:00,77,60,290.0,3.5,3.5,60,14:00:00,65,16:30:00,45.0,90,90.0,0.0,800.0,0.15,400,0.902
1012,300,0.0,405.0,700,12:00:00,21.0,0,0.0,13:30:00,100,14:30:00,102,0.2,15:30:00,103.0,16:30:00,105.0,0.2,200,30,50.0,9.0,5.0,18:00:00,70,18:30:00,78,60,290.0,3.5,3.5,90,22:00:00,60,1:00:00,40.0,90,90.0,0.0,800.0,0.15,400,0.9129999999999999
1013,300,0.0,405.0,700,22:00:00,26.0,0,0.0,23:00:00,100,0:00:00,101,0.2,1:00:00,104.0,2:00:00,103.0,0.2,200,30,50.0,10.0,5.0,2:30:00,70,3:00:00,77,60,300.0,3.5,3.5,60,5:30:00,60,8:00:00,36.0,90,90.0,0.0,800.0,0.15,400,0.8909999999999999
1016,300,0.0,405.0,700,0:00:00,21.0,0,0.0,1:30:00,100,2:30:00,102,0.2,3:30:00,103.0,4:30:00,105.0,0.2,200,30,50.0,9.0,5.0,6:00:00,70,6:30:00,78,60,270.0,3.5,3.5,90,14:00:00,60,19:00:00,40.0,90,60.0,0.0,800.0,0.15,400,0.902
1017,300,0.0,405.0,700,12:00:00,32.0,0,0.0,13:00:00,100,14:00:00,102,0.2,15:00:00,103.0,16:00:00,105.0,0.2,200,30,40.0,9.0,5.0,11:30:00,70,18:00:00,78,60,0.0,3.5,3.5,90,20:30:00,60,23:00:00,37.0,60,90.0,0.0,800.0,0.15,400,0.902
1018,300,0.0,405.0,700,22:00:00,36.0,0,0.0,23:00:00,100,0:00:00,102,0.2,1:00:00,102.0,2:00:00,104.0,0.2,200,30,50.0,10.0,5.0,2:30:00,70,3:00:00,70,60,300.0,3.5,3.5,90,5:30:00,60,8:00:00,40.0,90,90.0,0.0,800.0,0.15,400,0.902
1020,300,0.0,405.0,700,17:00:00,21.0,0,0.0,23:30:00,100,19:30:00,102,0.2,20:30:00,104.0,21:30:00,105.0,0.2,200,30,50.0,10.0,5.0,23:00:00,70,23:30:00,77,90,300.0,3.5,3.5,90,5:00:00,60,8:00:00,37.0,90,90.0,0.0,800.0,0.15,400,0.902
1021,300,0.0,405.0,700,1:30:00,35.0,0,0.0,3:00:00,100,4:00:00,100,0.2,5:00:00,103.0,6:00:00,103.0,0.2,200,30,50.0,10.0,5.0,7:30:00,70,8:00:00,77,60,300.0,3.5,3.5,90,15:30:00,65,18:30:00,37.0,90,90.0,0.0,800.0,0.15,400,0.8909999999999999
1023,300,0.0,405.0,700,1900/1/21 0:00,21.0,0,0.0,22:30:00,100,23:30:00,102,0.2,0:30:00,104.0,1:30:00,105.0,0.2,200,30,50.0,9.0,5.0,3:00:00,70,3:30:00,78,60,290.0,3.5,3.5,90,9:30:00,60,14:00:00,50.0,90,100.0,0.0,800.0,0.15,400,0.902
1025,300,0.0,405.0,700,3:00:00,35.0,0,0.0,4:00:00,100,5:00:00,101,0.2,6:00:00,103.0,7:00:00,103.0,0.2,200,30,50.0,10.0,5.0,7:30:00,70,8:00:00,77,60,290.0,3.5,3.5,60,15:30:00,65,18:00:00,45.0,90,90.0,0.0,800.0,0.15,400,0.902
1026,300,0.0,405.0,700,11:00:00,21.0,0,0.0,12:30:00,100,13:30:00,102,0.2,14:30:00,103.0,15:30:00,105.0,0.2,200,30,50.0,9.0,5.0,17:00:00,70,17:30:00,78,60,280.0,3.5,3.5,60,0:00:00,64,2:00:00,50.0,90,90.0,0.0,800.0,0.15,400,0.902
1027,300,0.0,405.0,700,1900/1/21 0:00,34.0,0,0.0,22:30:00,100,23:30:00,103,0.2,0:30:00,104.0,1:10:00,105.0,0.2,200,30,50.0,9.0,5.0,3:00:00,70,3:30:00,75,60,290.0,3.5,3.5,90,7:00:00,65,8:00:00,40.0,60,90.0,0.0,800.0,0.15,400,0.8909999999999999
1029,300,0.0,405.0,700,16:00:00,34.0,0,0.0,17:30:00,100,18:30:00,102,0.2,19:30:00,103.0,20:30:00,105.0,0.2,200,30,50.0,9.0,5.0,22:00:00,70,22:30:00,78,60,290.0,3.5,3.5,60,5:00:00,65,8:00:00,45.0,90,90.0,0.0,800.0,0.15,400,0.902
1030,300,0.0,405.0,700,1:00:00,21.0,0,0.0,2:30:00,100,3:30:00,102,0.2,4:30:00,104.0,5:30:00,105.0,0.2,200,30,50.0,9.0,5.0,7:00:00,70,7:30:00,78,60,300.0,3.5,3.5,60,14:30:00,65,17:30:00,45.0,90,90.0,0.0,800.0,0.15,400,0.902
